transaction_id,amount,time,merchant,category,location,device,ip_address,user_id
390,14.05,11:45 AM,D,services,UK,tablet,192.168.253.111,1380
391,42.17,6:00 PM,D,retail,JP,tablet,192.168.87.21,1193
392,17.99,4:30 AM,A,food,US,tablet,192.168.244.217,1627
393,25.27,5:45 AM,C,travel,AU,tablet,192.168.41.156,1720
394,91.68,2:00 PM,E,retail,CA,mobile,192.168.179.213,1188
395,38.86,8:15 AM,B,services,US,tablet,192.168.57.132,1413
396,8.82,12:45 PM,C,travel,CA,desktop,192.168.8.182,1485
397,33.94,8:15 PM,B,retail,AU,desktop,192.168.107.199,1282
398,10.59,10:15 PM,C,retail,CA,tablet,192.168.217.27,1449
399,48.1,5:00 PM,C,food,JP,mobile,192.168.157.42,1098
400,51.41,7:45 AM,D,food,UK,mobile,192.168.246.103,1255
401,15.07,8:00 PM,C,services,CA,tablet,192.168.198.10,1420
402,415.8,1:15 AM,C,services,UK,desktop,192.168.59.141,1246
403,64.68,7:15 AM,C,retail,AU,desktop,192.168.224.89,1161
404,954.64,6:45 AM,D,retail,CA,mobile,192.168.169.144,1661
405,24.49,10:30 PM,E,services,CA,tablet,192.168.98.230,1043
406,68.44,5:00 AM,D,food,AU,tablet,192.168.158.54,1358
407,54.18,2:30 PM,A,retail,CA,desktop,192.168.89.130,1164
408,31.23,4:00 AM,A,travel,US,desktop,192.168.140.146,1164
409,491.16,7:45 AM,C,entertainment,JP,mobile,192.168.88.66,1363
410,19.46,5:45 PM,D,entertainment,US,desktop,192.168.189.228,1292
411,54.94,2:30 PM,D,services,US,desktop,192.168.39.35,1558
412,82.14,3:00 AM,C,retail,US,mobile,192.168.235.111,1197
413,14.36,4:45 AM,B,retail,US,tablet,192.168.212.69,1198
414,81.21,5:15 PM,C,travel,CA,mobile,192.168.173.238,1055
415,0.95,1:45 AM,D,services,CA,mobile,192.168.148.110,1086
416,28.81,3:30 PM,B,travel,CA,desktop,192.168.238.53,1561
417,40.42,8:15 AM,E,entertainment,CA,tablet,192.168.181.130,1934
418,42.28,7:15 PM,D,food,CA,tablet,192.168.1.10,1171
419,41.31,5:15 AM,C,travel,US,mobile,192.168.51.99,1867
420,21.83,12:00 AM,D,food,US,desktop,192.168.33.200,1915
421,44.26,9:30 PM,C,services,UK,mobile,192.168.61.112,1500
422,26.8,3:45 PM,D,food,CA,tablet,192.168.177.201,1668
423,56.19,6:00 AM,C,travel,CA,desktop,192.168.253.238,1457
424,35.24,1:15 AM,A,entertainment,US,mobile,192.168.128.203,1895
425,62.58,6:00 PM,A,entertainment,AU,tablet,192.168.162.231,1926
426,21.76,5:30 PM,A,entertainment,CA,desktop,192.168.81.39,1699
427,86.19,11:15 PM,B,food,CA,mobile,192.168.183.101,1732
428,15.72,5:45 AM,A,food,AU,mobile,192.168.236.241,1078
429,45.54,2:15 AM,B,entertainment,CA,tablet,192.168.70.177,1464
430,23.31,8:15 PM,D,food,UK,desktop,192.168.223.171,1087
431,27.24,7:30 PM,C,travel,JP,desktop,192.168.140.54,1493
432,3.53,6:45 AM,A,food,UK,tablet,192.168.237.170,1674
433,62.71,9:45 AM,B,travel,JP,mobile,192.168.194.205,1870
434,74.86,3:15 PM,C,travel,JP,mobile,192.168.225.26,1414
435,92.84,5:00 AM,C,retail,UK,tablet,192.168.106.6,1583
436,12.93,7:30 AM,E,entertainment,AU,tablet,192.168.167.251,1466
437,39.65,4:30 AM,A,services,UK,mobile,192.168.28.128,1614
438,74.85,6:15 AM,D,entertainment,US,mobile,192.168.192.68,1239
439,10.47,3:45 AM,B,entertainment,CA,mobile,192.168.194.128,1112
440,17.2,7:30 PM,D,travel,AU,tablet,192.168.119.213,1141
441,61.43,9:00 PM,E,travel,CA,desktop,192.168.57.67,1059
442,48.34,7:00 AM,B,retail,CA,desktop,192.168.153.64,1087
443,68.1,3:30 PM,B,food,JP,mobile,192.168.48.95,1487
444,1264.0,3:15 AM,A,retail,AU,mobile,192.168.121.0,1963
445,74.8,3:00 AM,B,retail,JP,tablet,192.168.28.213,1522
446,402.8,10:00 AM,B,retail,US,desktop,192.168.219.179,1021
447,30.95,11:15 AM,C,food,UK,tablet,192.168.113.9,1672
448,99.77,4:15 PM,C,retail,CA,tablet,192.168.77.97,1904
449,48.82,6:15 AM,C,travel,JP,mobile,192.168.82.175,1548
450,7.81,9:30 PM,B,travel,US,mobile,192.168.64.221,1660
451,64.93,9:15 AM,C,services,AU,mobile,192.168.113.191,1012
452,22.34,1:15 PM,C,services,CA,mobile,192.168.72.21,1638
453,7.69,1:15 PM,A,services,JP,mobile,192.168.118.238,1683
454,28.45,10:30 PM,A,food,JP,tablet,192.168.3.202,1539
455,28.5,5:30 AM,A,retail,JP,tablet,192.168.34.188,1602
456,0.5,9:45 PM,E,services,UK,mobile,192.168.178.141,1625
457,1059.8,1:30 AM,A,retail,CA,desktop,192.168.37.43,1304
458,84.09,8:45 AM,B,retail,UK,tablet,192.168.224.128,1603
459,97.41,9:45 PM,C,travel,CA,desktop,192.168.104.59,1061
460,5.91,3:00 AM,A,entertainment,US,tablet,192.168.179.181,1779
461,0.67,3:45 PM,B,services,AU,desktop,192.168.91.178,1532
462,32.83,2:15 PM,A,food,UK,mobile,192.168.36.205,1470
463,1.42,11:15 AM,B,food,JP,desktop,192.168.136.170,1157
464,1271.72,9:00 PM,E,retail,JP,mobile,192.168.194.44,1220
465,48.3,4:45 AM,D,entertainment,CA,mobile,192.168.247.204,1444
466,35.05,5:45 PM,E,services,UK,desktop,192.168.244.129,1984
467,507.24,4:15 PM,D,entertainment,CA,tablet,192.168.10.24,1557
468,87.66,9:15 PM,B,food,AU,desktop,192.168.121.62,1479
469,558.88,2:45 AM,C,retail,AU,tablet,192.168.173.126,1979
470,784.08,5:30 PM,A,retail,JP,mobile,192.168.22.89,1031
471,54.96,3:30 AM,D,services,AU,desktop,192.168.188.231,1098
472,76.14,11:15 PM,D,services,CA,desktop,192.168.43.118,1056
473,81.46,12:30 PM,A,services,CA,tablet,192.168.62.253,1974
474,6.21,2:15 AM,D,travel,UK,mobile,192.168.244.132,1066
475,2.48,10:15 AM,D,entertainment,AU,mobile,192.168.196.185,1006
476,85.11,9:00 PM,D,services,CA,desktop,192.168.86.132,1721
477,41.77,5:30 AM,E,services,UK,desktop,192.168.98.155,1924
478,2.94,4:30 AM,E,travel,UK,desktop,192.168.96.31,1063
479,13.34,2:15 AM,B,services,UK,desktop,192.168.208.145,1209
480,14.05,4:15 AM,E,food,US,mobile,192.168.90.179,1371
481,41.91,7:45 PM,A,retail,JP,desktop,192.168.14.76,1558
482,421.72,4:30 AM,C,retail,US,mobile,192.168.45.197,1191
483,30.63,8:30 PM,C,services,CA,mobile,192.168.97.66,1629
484,530.32,2:00 PM,A,travel,US,mobile,192.168.64.124,1799
485,44.51,5:30 PM,C,retail,UK,desktop,192.168.69.162,1328
486,50.58,8:00 AM,C,retail,AU,mobile,192.168.148.110,1853
487,56.95,1:30 AM,D,entertainment,AU,desktop,192.168.168.169,1332
488,618.4,9:15 PM,A,food,US,tablet,192.168.193.133,1872
489,36.42,6:45 PM,B,retail,US,desktop,192.168.34.161,1310
490,3.04,7:00 PM,C,services,CA,tablet,192.168.88.15,1421
491,39.2,12:45 AM,B,food,JP,mobile,192.168.98.245,1462
492,54.21,2:15 AM,D,services,US,mobile,192.168.202.86,1908
493,49.83,12:00 AM,D,travel,CA,desktop,192.168.67.248,1216
494,1.15,6:00 AM,A,entertainment,CA,tablet,192.168.133.119,1006
495,11.05,10:45 AM,C,food,US,mobile,192.168.96.34,1661
496,551.68,5:15 PM,E,retail,CA,desktop,192.168.203.240,1573
497,18.48,1:45 PM,D,food,UK,desktop,192.168.56.18,1641
498,89.38,2:00 PM,B,food,JP,mobile,192.168.103.62,1796
499,8.18,11:30 AM,A,food,AU,mobile,192.168.21.153,1772
500,62.37,7:15 PM,C,services,AU,tablet,192.168.82.130,1776
501,31.01,4:30 PM,D,retail,CA,mobile,192.168.157.35,1868
502,484.24,6:00 PM,D,services,AU,desktop,192.168.216.197,1383
503,550.72,6:00 AM,B,food,AU,tablet,192.168.90.83,1825
504,16.82,11:15 PM,D,food,US,mobile,192.168.14.42,1016
505,30.66,9:00 PM,D,retail,AU,tablet,192.168.151.41,1371
506,29.83,10:30 PM,A,food,AU,mobile,192.168.39.243,1950
507,993.32,1:30 PM,C,food,JP,tablet,192.168.124.115,1155
508,427.04,5:30 PM,B,entertainment,UK,tablet,192.168.22.251,1219
509,33.96,4:45 PM,C,food,JP,desktop,192.168.125.243,1677
510,664.12,1:30 PM,D,retail,UK,tablet,192.168.70.191,1975
511,94.4,3:45 AM,A,services,US,mobile,192.168.46.202,1300
512,69.6,7:30 AM,A,entertainment,AU,tablet,192.168.72.64,1778
513,5.38,12:00 AM,C,travel,CA,desktop,192.168.247.32,1530
514,7.98,6:30 AM,E,travel,UK,mobile,192.168.206.211,1350
515,717.72,10:45 PM,D,entertainment,CA,desktop,192.168.204.46,1296
516,56.14,8:45 AM,B,travel,US,desktop,192.168.12.36,1641
517,712.04,1:00 AM,A,services,JP,desktop,192.168.192.237,1180
518,34.15,7:00 PM,D,entertainment,AU,mobile,192.168.175.242,1672
519,56.03,3:45 PM,B,travel,UK,mobile,192.168.153.89,1319
520,1.54,11:45 AM,B,services,AU,desktop,192.168.18.173,1706
521,587.96,4:30 PM,C,food,AU,tablet,192.168.116.34,1254
522,1.91,10:30 PM,B,retail,US,desktop,192.168.40.72,1309
523,21.18,7:15 PM,A,food,AU,mobile,192.168.124.70,1027
524,42.5,10:15 PM,B,services,US,tablet,192.168.131.228,1801
525,51.9,1:45 AM,A,entertainment,JP,mobile,192.168.22.157,1545
526,9.28,9:15 PM,D,entertainment,CA,mobile,192.168.74.122,1869
527,11.08,9:45 AM,A,entertainment,UK,desktop,192.168.46.185,1300
528,433.04,1:30 PM,C,retail,US,desktop,192.168.172.2,1250
529,30.64,12:15 AM,D,food,AU,mobile,192.168.235.252,1940
530,93.42,7:45 PM,B,retail,AU,tablet,192.168.149.32,1463
531,11.83,8:45 PM,A,entertainment,US,tablet,192.168.244.173,1552
532,24.19,6:00 PM,B,travel,CA,mobile,192.168.217.203,1463
533,33.67,12:00 AM,A,entertainment,US,mobile,192.168.203.11,1792
534,24.15,3:00 AM,A,retail,JP,mobile,192.168.177.229,1572
535,23.78,11:00 AM,C,travel,JP,desktop,192.168.117.188,1491
536,5.15,11:45 AM,C,food,JP,mobile,192.168.201.151,1342
537,940.56,12:45 PM,B,services,US,desktop,192.168.39.80,1026
538,80.93,9:45 PM,B,services,JP,desktop,192.168.103.55,1574
539,537.92,11:45 PM,D,retail,AU,mobile,192.168.250.57,1615
540,568.68,7:45 PM,E,services,UK,desktop,192.168.180.169,1562
541,81.79,6:15 PM,D,travel,UK,mobile,192.168.159.202,1387
542,22.38,5:15 PM,D,services,CA,mobile,192.168.90.246,1102
543,25.14,12:15 AM,C,food,JP,mobile,192.168.125.145,1148
544,66.77,5:15 AM,B,entertainment,CA,tablet,192.168.72.251,1609
545,408.6,6:15 PM,E,food,UK,mobile,192.168.1.157,1690
546,49.46,7:15 PM,A,entertainment,US,mobile,192.168.57.0,1480
547,535.8,5:30 PM,C,travel,AU,mobile,192.168.216.121,1789
548,413.12,6:15 AM,D,services,UK,desktop,192.168.118.84,1604
549,41.99,2:00 PM,E,retail,CA,desktop,192.168.24.250,1830
550,38.99,7:45 PM,D,travel,JP,mobile,192.168.211.88,1940
551,33.89,8:30 PM,B,travel,JP,tablet,192.168.191.207,1456
552,663.4,11:15 PM,D,entertainment,UK,mobile,192.168.112.217,1794
553,13.2,6:00 AM,B,services,CA,tablet,192.168.74.155,1935
554,10.23,4:15 AM,D,retail,CA,mobile,192.168.123.232,1760
555,6.94,2:15 PM,D,services,JP,desktop,192.168.89.126,1816
556,23.46,12:45 PM,A,services,AU,tablet,192.168.179.237,1660
557,86.9,7:15 PM,B,services,US,desktop,192.168.109.231,1621
558,1.83,3:30 PM,C,travel,UK,mobile,192.168.39.215,1862
559,65.99,12:30 PM,D,food,US,desktop,192.168.120.29,1596
560,62.67,11:15 PM,A,travel,CA,desktop,192.168.13.2,1600
561,33.67,7:00 PM,D,entertainment,JP,mobile,192.168.57.59,1841
562,436.8,1:15 AM,C,food,US,desktop,192.168.113.45,1191
563,18.18,1:00 PM,E,travel,AU,desktop,192.168.61.162,1966
564,32.53,12:00 AM,E,entertainment,JP,mobile,192.168.70.0,1772
565,17.84,12:15 AM,A,entertainment,CA,mobile,192.168.94.56,1614
566,18.26,5:15 PM,D,food,US,mobile,192.168.13.68,1191
567,661.08,8:30 PM,D,entertainment,UK,tablet,192.168.61.82,1669
568,5.35,12:15 PM,B,services,US,tablet,192.168.238.176,1738
569,23.01,12:00 PM,E,food,UK,tablet,192.168.96.20,1575
570,32.97,9:15 AM,C,services,JP,desktop,192.168.216.214,1585
571,419.52,2:30 PM,A,travel,AU,mobile,192.168.110.106,1493
572,35.33,7:15 AM,D,retail,UK,mobile,192.168.153.232,1919
573,726.0,4:15 PM,A,retail,US,mobile,192.168.72.49,1564
574,46.26,1:30 PM,A,food,JP,tablet,192.168.246.139,1844
575,14.57,8:15 AM,B,retail,UK,desktop,192.168.246.225,1496
576,654.8,10:00 PM,C,food,CA,mobile,192.168.184.162,1333
577,54.0,2:30 PM,E,retail,AU,mobile,192.168.226.1,1305
578,0.18,3:45 PM,B,travel,US,desktop,192.168.84.157,1397
579,37.4,5:45 AM,C,entertainment,US,tablet,192.168.220.181,1723
580,405.64,2:45 AM,C,entertainment,CA,tablet,192.168.48.206,1403
581,53.13,6:45 PM,D,entertainment,AU,desktop,192.168.188.127,1492
582,6.07,7:15 PM,E,entertainment,UK,mobile,192.168.111.233,1736
583,14.09,12:45 AM,A,entertainment,AU,mobile,192.168.198.240,1873
584,79.16,6:30 AM,A,services,CA,tablet,192.168.194.219,1928
585,45.73,6:15 AM,D,retail,AU,mobile,192.168.60.39,1857
586,916.84,7:30 AM,B,food,US,mobile,192.168.38.96,1677
587,3.71,10:00 AM,C,entertainment,US,desktop,192.168.202.57,1032
588,79.95,12:00 PM,E,food,AU,desktop,192.168.29.104,1100
589,16.41,5:15 PM,E,services,CA,tablet,192.168.229.220,1547
590,18.55,5:15 AM,D,retail,US,tablet,192.168.200.202,1758
591,4.97,1:00 PM,A,services,CA,mobile,192.168.9.205,1483
592,1.19,4:00 AM,A,travel,JP,tablet,192.168.174.74,1679
593,37.1,11:15 AM,D,retail,CA,mobile,192.168.177.108,1611
594,21.82,10:45 PM,E,entertainment,AU,mobile,192.168.66.133,1319
595,463.88,3:45 PM,B,entertainment,US,desktop,192.168.65.233,1520
596,21.04,4:30 AM,B,food,US,desktop,192.168.214.91,1269
597,38.81,2:15 PM,C,retail,JP,desktop,192.168.185.167,1766
598,20.3,2:00 AM,B,retail,US,mobile,192.168.146.42,1418
599,545.68,1:15 PM,B,travel,JP,desktop,192.168.174.206,1411
600,14.5,3:15 PM,B,retail,JP,tablet,192.168.127.165,1959
601,511.76,5:30 PM,C,food,JP,mobile,192.168.205.62,1653
602,36.46,4:30 AM,A,travel,UK,tablet,192.168.46.167,1978
603,67.62,3:00 AM,B,services,CA,desktop,192.168.22.20,1999
604,17.94,2:00 PM,A,retail,JP,tablet,192.168.223.115,1706
605,39.97,5:45 PM,C,travel,JP,desktop,192.168.144.110,1088
606,59.31,1:00 PM,D,services,CA,mobile,192.168.11.52,1979
607,21.17,12:30 PM,E,entertainment,AU,tablet,192.168.241.63,1112
608,80.12,6:30 AM,B,retail,JP,desktop,192.168.231.214,1794
609,41.17,8:15 AM,A,travel,US,desktop,192.168.211.166,1655
610,467.28,1:30 AM,E,entertainment,US,tablet,192.168.68.252,1991
611,55.34,3:30 PM,A,entertainment,US,desktop,192.168.84.175,1256
612,1.95,6:15 PM,C,travel,AU,desktop,192.168.153.104,1653
613,18.41,10:15 PM,E,services,JP,tablet,192.168.202.167,1047
614,69.19,3:00 PM,E,travel,AU,tablet,192.168.44.19,1375
615,10.3,7:30 AM,E,food,CA,mobile,192.168.98.35,1473
616,42.25,2:00 PM,E,entertainment,AU,desktop,192.168.252.56,1199
617,509.12,9:00 AM,E,food,UK,tablet,192.168.95.254,1844
618,17.78,12:00 PM,D,travel,CA,mobile,192.168.154.108,1475
619,505.76,7:30 PM,D,travel,AU,mobile,192.168.194.25,1151
620,77.97,2:45 PM,A,retail,JP,tablet,192.168.87.48,1276
621,32.19,4:15 AM,E,food,US,mobile,192.168.28.89,1805
622,44.47,7:15 AM,B,travel,JP,desktop,192.168.86.52,1900
623,59.81,7:45 AM,B,retail,JP,mobile,192.168.3.224,1464
624,97.46,5:45 PM,C,retail,JP,tablet,192.168.253.34,1466
625,457.08,1:00 PM,B,entertainment,JP,desktop,192.168.144.243,1395
626,447.4,12:30 AM,D,retail,UK,tablet,192.168.95.111,1985
627,1.54,10:00 PM,E,entertainment,JP,desktop,192.168.116.66,1365
628,9.79,3:00 AM,B,food,UK,tablet,192.168.63.26,1527
629,82.79,4:00 PM,A,food,UK,desktop,192.168.130.151,1119
630,94.92,8:15 AM,A,travel,CA,tablet,192.168.222.254,1964
631,7.56,3:30 PM,A,food,UK,mobile,192.168.220.7,1669
632,31.87,4:45 PM,A,travel,AU,tablet,192.168.154.253,1655
633,467.28,12:00 PM,E,travel,UK,desktop,192.168.226.247,1722
634,59.26,5:00 AM,C,services,AU,tablet,192.168.185.2,1824
635,94.67,3:15 PM,A,retail,JP,desktop,192.168.27.79,1677
636,4.45,10:45 AM,C,services,JP,tablet,192.168.15.77,1949
637,659.2,8:45 PM,B,retail,CA,mobile,192.168.205.36,1180
638,14.65,4:15 PM,E,food,AU,mobile,192.168.85.215,1506
639,24.62,8:00 AM,D,food,US,tablet,192.168.164.100,1110
640,1.03,10:45 AM,D,services,AU,tablet,192.168.111.140,1481
641,0.39,3:45 PM,C,entertainment,JP,desktop,192.168.178.222,1519
642,411.4,6:45 PM,A,services,CA,desktop,192.168.238.49,1532
643,1.1,2:15 PM,A,travel,UK,desktop,192.168.135.68,1369
644,86.39,12:15 AM,C,retail,UK,desktop,192.168.43.135,1047
645,554.24,1:15 AM,B,entertainment,JP,tablet,192.168.157.4,1762
646,36.28,7:00 AM,E,services,UK,desktop,192.168.27.50,1636
647,12.17,11:30 AM,E,travel,UK,tablet,192.168.137.212,1594
648,88.09,5:15 AM,E,retail,JP,mobile,192.168.167.166,1168
649,521.72,5:00 AM,C,retail,US,desktop,192.168.12.216,1562
650,96.34,3:45 AM,C,travel,UK,tablet,192.168.99.237,1297
651,94.8,10:30 AM,E,entertainment,AU,tablet,192.168.113.215,1449
652,20.92,4:00 PM,E,retail,AU,mobile,192.168.14.94,1565
653,84.83,10:45 AM,A,entertainment,UK,desktop,192.168.17.38,1864
654,26.98,2:15 PM,B,travel,JP,mobile,192.168.103.98,1988
655,22.48,7:15 AM,A,food,US,tablet,192.168.238.7,1335
656,35.66,2:00 PM,B,travel,UK,mobile,192.168.237.139,1603
657,22.07,12:15 AM,E,retail,US,mobile,192.168.219.51,1869
658,598.96,12:30 AM,D,entertainment,AU,tablet,192.168.235.190,1098
659,1.84,2:00 AM,B,food,AU,mobile,192.168.3.144,1166
660,22.83,2:45 AM,C,entertainment,US,mobile,192.168.39.242,1314
661,39.24,12:45 PM,A,travel,CA,tablet,192.168.95.0,1931
662,57.03,2:15 PM,B,food,JP,tablet,192.168.57.192,1616
663,14.16,6:45 AM,E,food,AU,desktop,192.168.89.84,1722
664,45.89,1:00 AM,A,food,US,mobile,192.168.188.87,1466
665,31.98,6:15 AM,B,entertainment,AU,desktop,192.168.89.194,1314
666,33.53,12:00 PM,A,travel,JP,desktop,192.168.36.135,1765
667,43.8,3:15 PM,B,retail,JP,tablet,192.168.17.175,1492
668,516.88,9:00 AM,D,services,US,desktop,192.168.198.134,1688
669,10.21,12:15 PM,D,entertainment,US,mobile,192.168.34.102,1849
670,0.97,3:15 PM,A,retail,UK,desktop,192.168.55.201,1169
671,12.19,7:45 AM,E,food,UK,mobile,192.168.150.168,1946
672,0.58,1:00 AM,D,travel,JP,mobile,192.168.78.215,1786
673,85.47,7:30 AM,E,retail,AU,tablet,192.168.155.182,1763
674,19.2,1:45 AM,A,services,AU,mobile,192.168.84.219,1968
675,16.31,2:45 PM,B,travel,CA,mobile,192.168.58.231,1241
676,46.64,2:00 PM,A,services,AU,mobile,192.168.81.127,1141
677,465.6,11:45 PM,B,entertainment,JP,tablet,192.168.101.214,1953
678,80.5,5:00 PM,C,food,JP,mobile,192.168.185.195,1538
679,0.34,9:00 AM,E,travel,US,tablet,192.168.163.135,1518
680,49.64,10:30 PM,A,retail,JP,desktop,192.168.18.144,1247
681,760.96,9:45 PM,E,travel,JP,desktop,192.168.232.198,1380
682,26.0,1:15 PM,C,travel,US,mobile,192.168.128.87,1643
683,20.5,12:45 AM,A,services,CA,desktop,192.168.66.33,1877
684,6.5,7:45 AM,C,entertainment,UK,mobile,192.168.143.247,1808
685,12.57,3:00 AM,C,retail,US,desktop,192.168.232.224,1331
686,45.12,11:30 PM,C,services,AU,mobile,192.168.250.122,1028
687,7.51,2:45 AM,B,entertainment,US,tablet,192.168.206.188,1932
688,67.83,5:00 AM,A,travel,JP,tablet,192.168.110.240,1547
689,497.4,7:45 AM,A,retail,AU,mobile,192.168.47.44,1466
690,70.65,12:15 PM,B,services,AU,mobile,192.168.182.131,1293
691,46.88,12:00 PM,E,travel,UK,mobile,192.168.233.201,1224
692,1104.84,1:15 PM,B,travel,AU,desktop,192.168.88.120,1617
693,3.07,6:45 AM,E,entertainment,CA,desktop,192.168.206.89,1541
694,82.49,4:30 PM,D,services,AU,mobile,192.168.105.109,1305
695,962.68,8:15 PM,D,food,AU,mobile,192.168.60.230,1406
696,40.18,1:00 AM,B,entertainment,AU,tablet,192.168.127.31,1003
697,55.05,11:00 AM,A,food,US,tablet,192.168.57.50,1092
698,23.24,9:45 AM,A,retail,CA,mobile,192.168.97.169,1923
699,25.23,8:15 PM,C,travel,US,tablet,192.168.48.180,1377
700,64.49,10:00 AM,A,food,JP,mobile,192.168.118.42,1981
701,2.55,6:15 PM,A,entertainment,JP,tablet,192.168.112.52,1516
702,42.26,7:00 PM,B,services,JP,mobile,192.168.53.113,1539
703,21.47,8:15 PM,A,travel,CA,desktop,192.168.171.76,1331
704,31.22,12:15 AM,D,food,UK,tablet,192.168.241.53,1517
705,11.92,8:45 AM,D,entertainment,AU,mobile,192.168.72.248,1799
706,36.84,1:00 AM,E,travel,CA,mobile,192.168.90.100,1271
707,1.81,6:15 PM,B,food,US,mobile,192.168.135.124,1752
708,57.05,12:15 PM,D,retail,JP,desktop,192.168.71.213,1150
709,545.8,10:15 AM,A,entertainment,JP,mobile,192.168.171.106,1097
710,30.44,8:15 PM,E,entertainment,AU,tablet,192.168.244.169,1334
711,23.84,7:00 AM,A,retail,JP,desktop,192.168.197.74,1475
712,25.82,7:30 PM,A,entertainment,AU,tablet,192.168.99.61,1646
713,63.18,3:30 AM,E,travel,UK,tablet,192.168.126.70,1702
714,64.46,5:00 AM,B,services,UK,mobile,192.168.172.92,1803
715,11.5,1:30 PM,B,services,US,mobile,192.168.91.97,1125
716,564.28,5:45 AM,A,food,CA,tablet,192.168.166.174,1706
717,50.88,12:30 AM,A,retail,CA,desktop,192.168.179.84,1542
718,27.19,5:15 PM,E,travel,US,mobile,192.168.4.53,1310
719,3.03,6:15 AM,A,food,JP,mobile,192.168.244.76,1510
720,9.64,3:30 AM,B,travel,UK,desktop,192.168.236.9,1311
721,49.58,6:30 AM,D,food,US,desktop,192.168.36.191,1950
722,30.17,8:00 PM,A,travel,US,mobile,192.168.96.42,1575
723,11.9,6:15 AM,C,food,UK,desktop,192.168.15.206,1786
724,11.22,6:30 PM,B,food,CA,mobile,192.168.118.204,1404
725,29.45,11:45 PM,C,food,UK,tablet,192.168.147.107,1270
726,42.4,11:30 PM,C,services,UK,tablet,192.168.251.117,1082
727,5.72,6:15 PM,A,retail,US,tablet,192.168.140.67,1376
728,0.07,11:00 AM,E,services,US,desktop,192.168.135.227,1477
729,24.46,8:00 PM,D,services,JP,tablet,192.168.15.93,1628
730,80.86,5:30 AM,E,retail,UK,mobile,192.168.32.5,1970
731,39.65,10:30 AM,D,retail,US,desktop,192.168.123.34,1969
732,42.5,3:45 PM,A,services,AU,desktop,192.168.10.228,1326
733,15.75,12:00 AM,A,entertainment,AU,mobile,192.168.18.105,1535
734,40.62,6:00 AM,E,retail,UK,mobile,192.168.195.143,1063
735,521.56,6:30 PM,A,travel,AU,tablet,192.168.61.202,1200
736,16.2,4:15 PM,D,entertainment,US,desktop,192.168.14.110,1394
737,23.05,3:15 PM,E,travel,JP,mobile,192.168.100.184,1344
738,8.46,1:45 AM,A,retail,UK,tablet,192.168.143.119,1019
739,18.23,11:15 PM,C,entertainment,US,desktop,192.168.252.108,1989
740,36.68,12:00 PM,B,food,AU,tablet,192.168.204.159,1926
741,33.58,2:15 PM,E,food,AU,desktop,192.168.196.146,1273
742,94.02,7:45 PM,B,services,US,desktop,192.168.43.236,1618
743,7.66,1:15 AM,D,travel,CA,desktop,192.168.175.43,1633
744,80.86,8:45 PM,B,travel,CA,mobile,192.168.239.118,1406
745,37.09,11:15 AM,E,travel,AU,tablet,192.168.206.245,1539
746,40.87,5:45 AM,E,travel,AU,desktop,192.168.49.69,1351
747,28.52,8:15 PM,A,retail,CA,desktop,192.168.195.162,1086
748,5.52,6:45 PM,E,retail,CA,mobile,192.168.119.248,1009
749,44.75,4:30 PM,C,services,AU,tablet,192.168.127.205,1547
750,69.2,12:00 AM,C,services,US,desktop,192.168.95.158,1977
751,80.91,9:45 AM,B,services,US,tablet,192.168.238.142,1108
752,48.28,7:30 AM,A,travel,CA,tablet,192.168.24.25,1133
753,92.15,8:00 AM,D,travel,CA,mobile,192.168.84.230,1539
754,6.27,10:30 PM,A,retail,AU,tablet,192.168.183.163,1331
755,442.96,11:00 AM,A,services,AU,tablet,192.168.27.52,1819
756,538.8,7:45 PM,A,travel,US,tablet,192.168.44.235,1659
757,30.33,2:30 AM,B,food,CA,mobile,192.168.189.13,1652
758,71.88,3:30 PM,C,services,AU,desktop,192.168.21.244,1297
759,55.34,1:15 PM,B,entertainment,AU,tablet,192.168.16.125,1346
760,63.33,4:45 PM,C,food,AU,tablet,192.168.45.25,1326
761,43.33,10:30 AM,C,travel,US,desktop,192.168.4.190,1694
762,96.12,6:45 AM,B,retail,UK,mobile,192.168.207.149,1307
763,442.72,2:45 AM,B,travel,AU,tablet,192.168.72.147,1201
764,21.76,9:15 AM,D,services,JP,desktop,192.168.242.19,1140
765,11.91,6:00 PM,D,retail,JP,mobile,192.168.97.184,1237
766,88.03,9:45 PM,D,food,US,mobile,192.168.72.234,1057
767,63.84,7:00 PM,E,travel,UK,tablet,192.168.150.54,1107
768,21.32,1:15 PM,D,food,US,tablet,192.168.120.188,1886
769,20.51,12:15 AM,E,food,UK,desktop,192.168.103.94,1081
770,48.0,1:15 PM,B,entertainment,CA,desktop,192.168.71.210,1010
771,12.59,2:45 AM,B,entertainment,AU,tablet,192.168.204.160,1057
772,38.13,5:15 PM,D,travel,US,mobile,192.168.18.183,1918
773,51.31,3:15 PM,D,travel,CA,tablet,192.168.182.208,1965
774,64.32,10:30 PM,B,travel,CA,desktop,192.168.154.101,1027
775,19.15,6:00 AM,D,retail,UK,desktop,192.168.192.172,1483
776,79.98,2:15 AM,E,food,UK,desktop,192.168.62.247,1825
777,3.02,10:45 AM,C,travel,UK,desktop,192.168.205.109,1417
778,55.04,11:30 PM,B,entertainment,CA,mobile,192.168.153.240,1062
779,9.03,9:15 PM,C,travel,US,desktop,192.168.132.121,1124
